0;3053.52194913
100;3099.524961
200;3115.52078594
300;3115.52670306
400;3129.53689803
500;3153.5343646
600;3157.53959861
700;3164.54600103
800;3181.54478569
900;3181.54478569
1000;3181.54478569
1100;3189.53847223
1200;3191.54936591
1300;3208.54157162
1400;3220.54316318
1500;3230.53985902
1600;3237.54104443
1700;3239.54278119
1800;3242.54624865
1900;3247.54788061
2000;3249.5463284
2100;3250.5508213
2200;3250.5508213
2300;3254.54528071
2400;3254.5482623
2500;3255.55021346
2600;3256.54960909
2700;3258.55000824
2800;3258.55200799
2900;3258.55200799
3000;3258.55200799
3100;3258.55200799
3200;3258.55200799
3300;3258.55200799
3400;3258.55200799
3500;3258.55208023
3600;3258.55208023
3700;3258.55208023
3800;3258.55208023
3900;3258.55208023
4000;3258.55208023
4100;3258.55208023
4200;3258.55208023
4300;3258.55208023
4400;3258.55208023
4500;3258.55208023
4600;3258.55208023
4700;3258.55208023
4800;3258.55208023
4900;3258.55208023
5000;3258.55208023
5100;3258.55208023
5200;3258.55208023
5300;3258.55208023
5400;3258.55208023
5500;3258.55208023
5600;3258.55208023
5700;3258.55208023
5800;3258.55208023
5900;3258.55208023
6000;3258.55208023
6100;3262.54973081
6200;3262.54973081
6300;3262.55116593
6400;3262.55160764
6500;3262.55309458
6600;3262.55309458
6700;3268.55268656
6800;3269.55465127
6900;3270.55341442
7000;3270.55427583
7100;3270.55427583
7200;3270.55427583
7300;3270.55427583
7400;3272.54778226
7500;3273.54908618
7600;3273.55335795
7700;3273.55403107
7800;3273.55403107
7900;3273.55441564
